P,Q,R
0.002884261,0.023587875,0.0013265845
-0.006074202,-0.0031844513,0.008295639
-0.0008897075,0.009786659,0.004384681
0.008660173,0.0025178676,0.01032997
0.015698146,0.014851196,0.0070110084
-0.004798793,0.022253301,-0.008549466
-0.008721766,0.00945445,0.0035277698
-0.002483981,0.0059497543,0.0006547124
-0.00031648946,0.002784285,0.008269036
-0.005351471,-0.0057441653,0.005205895
0.009419022,-0.00078658,0.0104777245
-0.0022787685,0.0016838327,0.007386363
-0.0075312266,0.00019871914,0.00555868
0.004730815,0.0021400375,0.00057473546
-0.0036979297,0.0035050435,0.008407353
-0.0030695533,-0.0014971303,0.0075273644
-0.0030807687,-0.0005444782,0.0069791246
-0.0040330337,0.015455364,0.0016427791
0.0037069852,-0.0001095198,-0.00015628092
-0.0027511085,0.024071373,-0.0022887387
-0.00070013606,0.004538099,0.0072529833
0.01142297,0.019733474,0.00841522
0.011987431,0.016878799,0.0054556327
0.0014458959,0.0032543312,-0.0018113389
0.009243657,0.004026327,0.014910831
-0.0041083195,0.020132123,-0.0038811292
2.8368554e-06,0.0029026952,0.007608996
-0.00038060124,0.009671327,0.008024255
0.00074237504,0.0060809697,-0.003240754
-0.0012470259,0.012499819,0.0047449623
-0.0014280238,0.022542309,-0.0065731322
-0.0005089924,0.01316979,0.007264629
-0.0044635576,-0.00013718355,0.007836257
-0.001692739,0.005643464,0.013403091
-0.0010137737,0.0033602885,0.005132514
-0.015101907,0.009656415,-0.0017049437
0.004033659,0.007816839,0.0027618443
-0.009430717,0.0052789785,-0.001106041
-0.002106055,-0.0051805517,0.0058314144
-0.013539037,0.00878596,0.0001718392
-0.006455786,0.02653694,-0.005417628
-0.006144498,-0.0008899236,0.011472562
-0.0009354353,0.011123247,0.004214369
-0.007343589,0.02628215,-0.009734111
0.012846355,0.011191803,0.010708014
-0.00018216154,-0.0041067675,0.0053706462
0.01658816,0.011134432,0.010368747
0.008761474,0.012065582,0.007354514
0.016255185,0.013329467,0.010370096
-0.001373946,0.0109764235,-0.0006672288
0.00028307908,0.00081991556,0.0068038823
-0.0067555527,0.02833407,0.0060275933
-0.004362778,0.0003479164,0.0047900053
0.002992151,0.0021110096,0.009398084
-0.0040372675,-0.0051781298,0.006986762
-0.014111444,0.012073656,-0.00067385315
-0.00027093923,-0.0017993364,0.0063017774
-0.004063255,-0.0008063604,0.008515462
-0.0020529623,0.008414908,0.0055124303
0.00027882,0.012093561,0.006661965
0.010404257,0.015427486,0.0035695331
-0.0032120738,0.024173971,-0.0056396355
-0.005206934,0.0014044148,0.00848424
-0.0018785405,0.001554526,0.0043708277
-0.0039420994,0.010456818,0.009264225
-0.0055749067,0.012298979,0.011069918
-0.007886804,0.02696563,-0.007374836
-0.0060254307,-0.0010870681,0.0078152185
0.015607973,0.0010485159,0.01714542
-0.0025136305,0.0070501915,0.006341819
-0.0049625603,0.024348956,-0.00971097
-0.0069011315,0.0007196539,0.010369565
-0.0051071066,0.032270666,-0.00017195688
0.018804314,0.0072963843,0.012550641
-0.0053157257,0.015928505,0.00081219507
0.015487277,0.0035249626,0.017083284
-0.009484459,0.0016602485,0.0054586367
-0.004368996,0.011087174,-0.0009269554
-0.0068054823,0.02769557,-0.0036962833
-0.00059483043,0.007053933,0.007041589
-0.0003384115,0.012819877,0.006500144
-0.001496306,0.013028719,0.003909419
-0.0138248345,0.01597695,0.0014412063
-0.0026499822,-0.0008168371,0.0065494
-0.0017876531,-0.003944915,0.0064490912
-0.007181461,0.026187189,-0.0004578246
0.008707542,0.011565522,0.006566469
-0.001078315,0.00519041,0.007562634
-0.0048256516,0.0159135,-0.010059475
0.0059803384,0.022086048,-0.0012776281
0.0013236427,0.008010772,0.0076980796
0.0001644568,0.011053838,0.007677511
0.0018264053,0.002681913,-0.00060737954
-0.0064097745,0.03201963,-0.0020945356
-0.0029769184,0.01591995,0.001989516
0.011048541,-0.0034883225,0.004739163
-0.008848072,0.022939358,0.005540965
-0.0060553867,0.02907485,-8.633525e-06
-0.005065916,-0.0034162125,0.007084051
0.018638354,0.0078687295,0.012014345
-0.008500196,0.02209124,-0.00038619788
-0.009127545,0.021689242,0.0057948483
-0.005945858,0.017541464,0.0007896393
0.00576509,0.004492258,0.008233258
-0.0020239078,0.0010657226,0.0060482295
-0.0012356549,0.0115275495,0.003667517
-0.0006063209,0.003130263,-0.0024722023
-0.002787169,0.016275892,-0.0062885336
-0.006905272,0.02585442,0.0015945652
-0.0037042913,-0.0039492333,0.0065825474
0.004108121,0.008669453,0.0022439698
0.002202339,-0.0012628997,-0.003368641
-0.003650705,-0.003312047,0.006635122
0.020216363,0.01284037,0.009481013
0.0053261253,-0.0015376455,-0.0013927529
-0.0046839253,-0.003638769,0.0079334695
-0.0018044286,-0.006786498,0.005196727
-0.004140239,0.0017117147,0.0038814985
0.0051141754,0.0036423362,0.0018054133
-0.0057019927,-0.0032555256,0.008738762
-0.0050358647,0.018237112,0.0023514004
0.014213876,0.0128782075,0.0095222555
-0.009980225,0.0028686963,0.002068938
-0.017944546,0.014161979,-0.0025681937
0.0017475544,0.018960807,0.0007185723
-0.0017887728,0.024318226,0.00074865983
-0.016783549,0.016920697,-0.0014723031
-5.1774317e-05,0.0018920604,0.0081468485
-0.00048145192,0.012141634,0.0058686375
-0.0062674438,0.00021909096,0.008258047
-0.0007661123,0.005573134,-0.0008168273
-0.00058305915,0.007452135,0.007919354
-0.0011714094,0.00087384396,-0.0014443076
-0.0052397316,0.02433394,0.008791661
0.005232577,-0.00072708266,0.0002555381
0.0010865502,0.0060122334,0.006806001
-0.004560837,-0.0034963114,0.008171443
-0.0043342523,0.011167039,0.0034580233
0.014293877,0.0037100879,0.022492636
0.0010543928,0.0016419303,-0.0015351409
-0.007116979,0.027700398,-0.004707926
-0.0034881998,0.013631431,-0.0031140293
-0.00018277,0.012253951,0.007116391
-0.0023787173,-0.0027139392,0.0075381203
-0.0076876036,0.02790412,0.0032426913
-0.008089446,0.028393472,-0.0058470457
-0.0024318649,0.007249323,0.009535447
0.007154357,0.010551136,0.007894375
-0.0072874506,0.026082989,0.0024062153
-0.003794994,0.011347726,-0.008994452
-0.00053591275,0.009783868,0.0036221126
-0.0027002837,0.01623242,-0.005424545
-0.0047003143,0.022181144,-0.009029494
-0.0026357337,0.008914264,0.0059285164
-0.000992354,-0.000115378614,0.0030751703
0.0147131095,0.009558071,0.010340512
-0.0005331992,0.008072963,0.0058898604
-0.0010078234,0.0076687196,0.006582208
-0.007636334,0.026188668,-0.002968032
-0.011707368,0.022522708,-0.002945347
-0.005316232,0.010578454,0.0111563755
-0.0038951277,0.010495654,-0.0075337025
-0.0012230688,0.010263106,0.0079874415
-0.00068592106,0.0032043606,0.009644389
-0.0052806935,-1.4591184e-05,0.009391673
0.004787391,0.0031921708,0.0009971946
-0.0038839981,0.020764926,-0.00024249742
0.00061030936,0.004019008,0.0073230863
0.004439516,0.005827753,0.0050465637
0.0030918194,0.00056664116,-0.002458769
-0.0038629512,0.027664786,0.0069956854
-0.0014851894,0.0017586012,0.007527083
-0.006579976,0.027494628,-0.00061904563
-0.0037643963,-0.0013032133,0.0048814
-0.0066073365,0.019100484,-0.0017455233
-0.0050288346,0.02445034,0.0029016773
0.0017834036,0.023971092,0.0023895334
0.008870269,0.012081807,0.009036253
-0.0062004384,0.026845444,0.0027614299
-0.0005940251,0.0010749456,0.005512569
-0.0045792703,0.010736861,0.012092983
0.0052623358,0.005468514,0.00041427827
-0.011854068,0.010585742,0.0019551083
-0.0045343316,0.02505943,-0.0049437447
-0.0052592596,0.032712154,-0.008968626
-0.005491507,0.016225846,-0.0052532195
0.016110748,0.013362394,0.009880157
-0.0042059184,0.019385235,-0.005768892
-0.0157044,0.01329712,-0.0016435833
-0.00501828,0.024309428,-0.001999865
-0.00076904957,0.012480527,0.004989767
0.016007239,0.0050990316,0.011405367
-0.013924754,0.0061604995,-0.0015360672
-0.0010939927,0.011517815,0.003858302
0.001156668,0.00696719,0.0073976642
0.0035353308,0.0013064271,0.002400077
-0.000497802,0.0045866426,0.009143802
0.011206757,0.009641672,0.010362379
0.0022410296,0.02253485,0.0020753501
-0.0049910536,-0.0067187487,0.005859157
-0.007746409,0.027195863,0.0010284971
0.0064822086,0.003885242,0.0033862896
-0.004913447,0.0028024688,0.007595441
-0.003884607,-0.0070195105,0.0063052564
-0.0040807943,-0.007217352,0.0050522443
-0.0004790178,0.0031955962,0.009426857
0.0028964856,0.0031047426,0.002988298
0.0015396232,0.004147099,0.003553412
0.00032865413,0.011363912,0.004477698
-0.004397645,0.024559386,0.0024403015
-0.00596515,0.0021948458,0.0041762097
0.0032977143,0.0005841525,-0.0029880237
0.008579104,0.00701128,0.012015212
0.0015898473,0.019821584,0.001406965
-0.0068570557,0.024687646,-0.011852864
-4.0998777e-05,0.0040710634,0.00625167
-0.0062870067,0.010640984,0.0120807765
-0.0030965735,0.0050293924,0.0064294063
-0.0024162522,0.011428052,0.009485952
-0.002272404,-0.0037546824,0.004413747
0.0050670104,0.016055746,0.0053584143
0.0020626767,0.0067764916,0.0037129463
0.01470547,0.011089009,0.011120298
0.003292605,0.008331483,0.0033757251
0.012409404,0.0006536315,0.010980625
0.01801138,0.004173573,0.010647409
0.01373913,-0.0041675637,0.006638095
0.005520658,0.0049841744,0.011258471
-0.0014664263,0.0049306285,-0.002401042
-0.014008584,0.019931896,-0.0044670696
0.004084757,-0.0010868441,-0.0010195035
-0.000509265,0.0016428215,0.009163935
0.013374733,-0.0015960151,0.008573616
0.0066745826,0.015489571,-0.0011587511
0.0006030001,-0.008290304,0.002244102
0.008340074,-6.535757e-05,0.011690515
-0.00015763685,0.002998344,0.009864454
0.00049448345,0.011448989,0.0069766473
-0.00727272,0.028515656,-0.0018670597
-0.0055117966,0.021239175,0.0006450152
-0.001740563,-0.0034002704,0.0121825775
-0.00012734103,0.010900512,0.006965648
0.0035978118,0.005385953,0.0011299285
-0.0058648847,0.024246005,-0.008897098
0.010662561,0.017217737,0.005087058
0.012120244,-0.0018137986,0.0102824755
-0.00015821372,0.001018279,0.006744562
-0.013135919,0.021923179,-0.0019892508
0.0061578057,0.004980021,0.0043883123
-0.00046456393,0.0026042492,0.008777299
-0.012397862,0.022381749,-0.0034985617
-0.0011863533,0.005089434,0.0065920763
0.0016407304,0.006311307,0.006432897
0.0005992412,0.0074484576,0.0082491245
0.017349465,0.012780783,0.011122701
0.013732553,0.012089857,0.010265522
-0.0013797102,0.00368983,0.008748072
0.015577318,0.012868379,0.010586373
0.0033764674,0.0053933393,0.0031051673
0.012902549,0.010825524,0.010483877
-0.011275497,0.015441061,0.0023873483
0.018556159,0.008166424,0.010764843
-0.0076312833,0.0048244298,0.01073328
0.0013948471,0.009248662,0.000680596
0.005707353,0.00013459097,-0.0020745639
-0.01395233,0.016905535,-0.0049469583
-0.009834875,0.011829478,0.0011535792
-0.004406725,0.026734678,0.002017416
-0.012461572,0.008986997,0.004645207
0.0063150222,0.019525297,0.0006406636
-0.0151471915,0.019517014,0.0019524094
0.016787682,0.00410754,0.013629705
0.015078727,0.006320931,0.011845002
-0.00013943997,0.008169296,0.004556764
0.0013825761,0.0043567433,0.0012527211
-0.0031421718,0.008424017,7.0500464e-06
-0.0056160702,0.021164339,-0.0033542614
0.0082422,0.0005037682,0.018210933
0.004140715,0.0011702287,0.011892454
-0.01560403,0.010271582,-0.0018274465
-0.014976106,0.019625718,0.0021262143
-0.0074548703,0.0031191434,0.014037677
-0.0052013183,0.02889592,-0.0031083806
-0.008017869,-0.0011741027,0.0092595415
-0.0036231426,0.030766075,0.00049329374
-0.0052372417,-0.0054857815,0.007516191
-0.0017033445,0.004847785,0.0068224706
0.00036904853,0.005425373,0.008157426
-0.0035524475,0.009495731,0.0010579161
-0.00079510454,0.013033417,0.004829975
0.016957808,0.012449133,0.011212781
-0.006065552,-0.0035551297,0.0079149585
-0.0023794114,0.010751252,0.0038662674
-0.011096164,0.023619251,-0.0007297621
-0.0057427897,0.025331281,-0.0009726274
-0.0063741715,0.025216244,-0.0031881605
-0.0011130022,0.0036794525,0.009341977
-0.0065650693,0.026790896,-0.0027335908
-0.0085732145,0.026633166,-0.0037553567
-0.00817983,0.02656529,0.0015091684
-0.005894897,-0.0027634248,0.006948779
0.015742058,0.015158479,0.014038774
-0.0045518675,0.017457964,-0.0007173747
-0.0064295977,0.0019743524,0.010954433
-0.0006100203,0.0061878352,0.0077031646
-0.0019837657,-0.0012144364,0.007368086
0.003138756,0.008225423,-0.00068150315
0.008554311,0.015045151,0.006650495
-0.0042522214,-0.0064925468,0.008796349
-0.007180599,0.024780711,-0.007365914
-0.0071326583,0.028873406,-0.0024405352
-0.0003433116,0.010747124,0.005496117
-0.0016706116,0.004311393,0.008685755
0.017174514,0.013219037,0.009797371
-0.0049873535,-0.0051200967,0.009501415
-0.0042060018,0.009306527,-0.0059126434
-0.00536442,0.025010912,-0.0072378376
-0.0021653622,0.0065515423,0.009450856
-0.0057724584,0.02532691,0.0008191182
-0.008225565,0.027248636,-0.005641565
-0.005515042,0.010571933,0.01132871
-0.0038627111,-0.0023095943,0.005919834
0.0021568006,-0.002265017,0.014667865
-0.0008342319,-0.004918934,0.0038015277
-0.008376934,0.02655634,-0.005281346
0.004427068,0.0038181513,0.005368625
-0.0030861697,0.018255273,-0.000377653
-0.004138835,-0.007032568,0.006179019
0.00046644197,-0.0007589942,-0.0004939237
-0.0010247179,0.0062487056,0.0060292454
-0.004831149,0.0038540526,0.007789076
-0.0081877895,0.0055259783,0.012760684
0.00055775,0.00055767276,0.0062729605
-0.008101722,0.028291434,-0.0034752432
0.0005927325,0.0055162515,0.004328132
-0.0049977736,0.019527987,-0.0013513563
-0.00014779849,0.0032581196,0.0074640317
-0.0077383146,0.027310055,0.0006271621
-0.004859719,0.006403174,0.011677105
0.0008132257,0.015599575,-0.0014293351
-0.0049022175,0.020076659,-0.007130675
-0.0015233617,0.0030385824,0.0058511156
-0.0015161657,0.00816049,-0.0058028405
-0.0040877145,0.009030825,-0.0017766615
-0.0025474804,0.02464891,0.0005847856
0.0004086867,0.006106292,0.007869052
-0.019160215,0.015790146,-0.002094528
-0.005183738,0.02411014,-0.0040023862
-0.010120635,0.016249971,0.0035446722
0.00015895916,0.008925865,0.00650652
0.011119697,0.012541767,0.006411405
-0.0038555295,0.005016897,0.0071973284
-0.005010404,-0.007141017,0.0047597014
0.00010998118,0.008274784,-0.0032601117
0.015518248,0.011942052,0.009515988
-0.0072281174,0.024917126,-0.006199727
-0.0004233917,0.0076412978,0.0059404043
-0.0051571266,-0.0033731018,0.008381916
0.00032012156,0.0075130095,0.0067163673
-0.0063542235,-0.003748889,0.0066865697
-0.0022944147,0.01923475,0.005507114
2.9254472e-05,-0.0010227993,0.0038577246
-0.0071655293,-0.0016292516,0.0068869973
-6.696847e-05,0.018449098,-0.0032023203
-0.0002976445,0.012980107,0.00461025
-0.00045470832,0.008379438,0.0054202904
-0.002580833,0.014429107,-0.002780767
-0.008308146,0.025454523,-0.002198751
0.013581352,0.015622268,0.007621878
-0.016429482,0.0118124075,-0.002561097
0.012021229,0.016829882,0.006995593
0.0045729796,0.02341547,0.0030491725
-0.006807021,0.02918638,0.0025787572
0.00013717976,0.013332215,0.007519005
0.004347585,0.0042141774,0.0016740772
-0.0044204593,-0.0011998763,0.009190213
-0.0059782094,-0.0007892078,0.008570386
0.0033655243,0.011866999,0.0018738859
-0.004847154,-0.004944846,0.0061188615
0.001871976,0.0059959656,0.006372657
-0.0013316742,0.013847117,0.005523449
-0.00047817736,0.012336887,0.0058014253
0.0032366435,0.0046277223,0.002341776
0.0009949339,-0.0011817502,0.011804713
-0.012398882,0.012733429,0.0021428042
-0.003519124,-0.004355087,0.0073026074
-0.0028928493,0.014008234,-0.005088646
-0.003810294,0.0107165985,0.008769002
0.0024134915,0.003355661,0.001187555
8.520146e-09,-0.0017993102,0.00644989
-0.007005369,0.027883427,0.0014662481
-0.008998816,0.027597304,-0.008938067
-0.0016242571,0.008690798,0.005680743
0.01200365,0.0091295205,0.0092625525
-9.6233074e-05,0.011920473,0.0029576472
-0.00095001404,0.011089608,0.0032920975
0.00081011775,0.024190351,-0.001152502
-0.017846247,0.019452022,-0.00045942527
0.016236667,0.0032914912,0.016314467
0.000111594956,0.00023769774,0.0075661093
-0.0028420787,-0.006471519,0.004770133
0.00017284928,0.01100834,0.007934198
0.009825043,0.00489317,0.017072279
-0.017760577,0.0126167135,-0.00078144425
-0.00027798492,0.0066534197,0.0058092657
-0.00407807,0.012279341,-0.0034106877
-0.006336625,0.026700469,-0.0011074536
-0.0010063116,-0.00467035,0.0035336767
-0.0045389542,0.0002239703,0.0075662863
-0.00426773,0.025625482,-0.00523912
0.013176168,0.0021808736,0.016631613
-0.0053935344,-0.004475589,0.006208639
0.0019669537,0.02406729,0.0021241244
-0.00379225,0.02374295,0.00078426953
-0.0009990474,-0.005808245,0.0055691754
0.014319078,0.010670036,0.010700339
-0.0020423762,0.02458857,0.00041912377
0.0033750115,0.022810059,0.0020553847
-0.00023229246,0.003812078,-0.0023894433
0.00058012194,0.0012226923,-0.002760282
-0.013425367,0.010085238,0.0021223936
-0.004672362,-0.0035785446,0.0085526705
0.0026026436,0.0014040095,-0.00066178397
-0.017839318,0.012029852,-0.0035261821
-8.017337e-05,-0.0007277496,0.009691955
-0.0012337272,0.0018543253,0.0036984887
0.012579474,-0.0045930715,0.0050737294
0.008698511,0.013972837,0.007520456
-0.008836582,0.025904791,-0.002223599
0.003670747,6.254409e-05,0.0012072456
0.01668362,0.0022685125,0.020362305
0.00334456,-0.0006052574,-0.000291402
-0.0028659734,-0.007856373,0.0056979796
-0.00022201885,0.012873357,0.005951901
0.0037012158,-0.0015135641,0.009302786
-0.005232836,0.027207164,0.006071965
7.795481e-05,0.011677645,0.0036597156
-0.0052478667,7.711789e-05,0.011037404
-0.00081101974,0.013196449,0.0051439786
-0.007407031,0.020944064,0.0017271001
0.01571308,0.0059081,0.012188943
-0.0017358492,0.0042736637,0.005420833
0.0007688593,0.0055564977,0.008234419
-0.0062332503,0.016673334,0.0020401014
-0.0040632095,0.017172866,-0.0049713384
0.006263765,0.010119907,0.012026181
-0.0021679513,0.0043705124,0.008883462
-0.007558492,0.02706533,-0.006807037
-0.0034102635,0.008914258,0.013348735
-0.011207798,0.0044007227,0.0004036208
-0.00086570025,0.013566466,0.0054974486
0.0021591529,0.006790439,-0.0016649489
-0.0030710406,0.015282306,0.0011768374
-0.0011188015,-0.0063577234,0.0032194562
-0.0043419735,0.025086626,0.0024633422
-0.006013222,-0.00035587445,0.010726654
-0.0035137427,-0.003937785,0.009673101
-0.0035526818,0.01038561,0.008243128
-0.0037609302,0.019626036,-0.008883747
-0.0029523384,0.017365575,-0.002897241
-0.0070887785,0.03318022,-0.0022133868
-0.00019312893,0.009568731,0.007462716
-0.009331587,0.011364406,0.00026368766
0.006704754,0.010021533,0.005518043
-0.00097317307,0.01093103,0.005400953
-0.0068830196,0.023748096,-0.0014017557
-0.00054009695,0.013113799,0.006065523
-0.005613886,0.025538795,-0.0018163858
0.007979142,0.020049533,0.00019827049
0.0017418341,0.005409299,-0.002536276
0.0006883951,0.0051226043,0.008304249
-0.00032331614,0.01122752,0.0032987962
-0.0029221377,0.01615947,-0.0025327255
0.011886371,0.006498587,0.011799475
-0.0055557964,0.010760494,0.0111137
-0.001402231,0.0071671684,0.00787204
-0.008781214,0.0025103514,0.00128184
-0.00058788847,0.012723935,0.004898069
0.017031511,0.003208221,0.016050227
-0.00036226798,0.013031865,0.0060053333
-0.0047603026,0.0115713095,0.004721199
0.0010284702,0.002907961,0.0065355347
-0.017226638,0.01659908,-0.002858795
0.0026694653,0.0036545815,0.0033178334
-0.006138062,0.025655769,-0.0034125503
-0.0036952805,0.03166455,-0.00044532146
-7.0386894e-05,0.009136056,0.0071926345
-0.0006184722,0.004714908,0.010478114
0.00016943681,0.0067223785,0.006909171
-0.005946331,0.004360309,0.015512134
0.01451108,0.011535386,0.009811004
-0.004581907,0.021577785,-0.0023141257
-0.013106513,0.0150648,0.0018663004
-0.004220806,0.0137276575,0.00012431924
0.00019179675,0.012742283,0.003951046
0.0008597429,0.004455337,0.0025241927
0.0042087324,0.00804342,0.007381499
