asia,tub,smoke,lung,bronc,either,xray
0.01333803841465512,-0.005140864250704189,0.02162076921053707,0.017351086770966143,0.22763531810202556,0.01738822753558022,0.0186474352474148
0.011774804030507244,-0.0017048462972985862,0.019620021700384432,0.012463655400144193,0.2313511302362151,0.012552607809280103,0.01988837973704737
0.005924465751712077,0.0010602429958417566,0.01767164419148326,0.018146183693822083,0.24066659266056256,0.02498060430912775,0.019363195866375582
0.006117036739328813,0.021590538970196662,0.01706712514104751,0.019694860719741424,0.2270039940309418,0.04103479105739771,0.041812144594221
0.012133960453527883,-0.0016912535875143989,0.022076481066613623,0.007780235116684077,0.2525891421248592,0.016098409600772537,0.011762053999457943
0.0023761698099031402,0.006937343420819606,0.014287088090891291,0.023425733560923454,0.22645462690489337,0.020695006730930277,0.01410156876610144
0.00437899945442759,0.005994867582926664,0.026142038257477056,0.0021772892641356277,0.2569683945332293,0.018639846048663342,0.011577137376738796
0.006573187761847442,0.002224343000708303,0.019424103175589402,0.03792518106787345,0.22917333121801733,0.04861556084215931,0.019840597840885557
0.004346798740603996,0.00626363997186162,0.027566377559634588,0.0010719358634255732,0.25627516975423353,0.0151355214429658,0.012747271850759708
0.011537902746907611,-0.0008925462265370355,0.015270336663068727,0.01159557522392724,0.23819459595958298,0.018869152196813427,0.01711620089907138
0.007043021691573429,0.0058161309240407615,0.023716264116101855,-0.0034429692305431537,0.25235897959941167,0.01764743352081871,0.011972970182200598
0.007554051330227504,0.004235163968875499,0.02554898059759745,0.013122892113208863,0.24796168393848828,0.020854736759242848,0.02000306951182664
0.011082281315251463,0.0045692902567457585,0.02403371088761924,0.01768330971164549,0.23378644847217372,0.02165353613069505,0.02100624656764451
0.006167344900604,-0.002293316912072951,0.018314809791275383,0.009019549881993423,0.24996283685590423,0.0204408948315754,0.012089826457920338
0.013988150173388841,-0.001324837997208986,0.019524358982966367,0.007076392347485262,0.23385016568431552,0.013842055369482137,0.015664254760027668
0.010052833249271793,0.003895144889797964,0.021384576052336148,0.018549979001006914,0.24565346196747537,0.018268445711337795,0.01526600818188649
-0.00012591415581301286,0.00052516492073949,0.027251542800370114,0.06336783641030519,0.21628071341224392,0.055195027082243185,0.019502218047110387
0.006878977055222596,0.012333099772707698,0.02887974741842328,0.0042544602979945065,0.24507939462816022,0.021848333575167907,0.012596173225921539
0.012198531104380869,0.0035519987753983525,0.029711482505047418,0.0019423135276378572,0.2493230871391065,0.010445191121052081,0.018564185146863664
0.013730751418446707,0.0002140319893942215,0.022205328726878845,-0.0006401695003448075,0.24812191912822162,0.021172092364143563,0.0163658084878709
0.014737311887320838,0.0022027433297998893,0.028518879302882286,0.003269792358779998,0.24360759883525884,0.0147835767193216,0.015946558784059914
0.008746601923597505,-0.0005978443862770071,0.02227200565083423,0.009164477166540974,0.24613626709673464,0.018031028381752606,0.0229421780991924
0.010280595574020517,0.004832701675174817,0.024548437366743576,0.0014222078152984236,0.2392128570080535,0.014750766869227452,0.017639977699107922
0.005140836763001367,0.003702616400737565,0.020751188023572075,0.005383682579328687,0.2630882947803192,0.020231293071994092,0.014918691151454888
0.008406884536553258,0.005652708227077897,0.03515252908628373,0.003949059252698767,0.244399173126477,0.01069441467129451,0.013338686417969542
0.011831337222785938,-0.004962774020957016,0.019935006087957147,0.011377740874550136,0.2353981826072541,0.023541663530480907,0.015461388408355918
0.009688725104429748,0.005969048279824643,0.021406887749067984,0.0066839600585871664,0.2482645578723899,0.022303215629437493,0.015737626986097295
0.010124384769297884,0.004394238940459599,0.014461748323593246,0.023217357246885457,0.22854565594851428,0.016972682413277488,0.012323366833867491
0.010081368772140659,-0.0012183309485381258,0.02753323492087753,0.010474050794247465,0.2470808883789064,0.01722519782293178,0.013747875749278896
0.010502098683987257,0.005559612462204751,0.02468431425629181,0.012440747104444351,0.2452852785142681,0.01835236300013171,0.014865296213527546
0.010921190494180374,0.001264840047568149,0.02527894509871307,0.015532285737753032,0.2389070366045376,0.025570547616133834,0.015652140009899618
0.008524999200568827,0.004519473702501386,0.019898820969878862,0.018919829300820472,0.23477410351149489,0.02321584722808429,0.019348532197003252
0.011019582118819263,-0.00018647095100317106,0.027731447830013887,0.015668214157413977,0.23666582681351883,0.015398153877540352,0.013014665007327739
0.010264104619415203,0.005249790032060146,0.018360993856942082,-0.006940392288297607,0.25661148797176037,0.021129626413009805,0.013934886307140149
0.014013096355633482,0.0030648600874062086,0.020709597213989458,0.005756779897251407,0.24784582585814416,0.01925060053461146,0.01485716370083674
0.0024401021096074837,0.015474512870382711,0.018741957988715953,0.037560233685459195,0.2447590450637224,0.041129056501145705,0.010180130361899272
0.012823903650197987,0.0018457975607541683,0.01708034680627092,0.0046057663080786215,0.2357754828275551,0.011729010732821,0.024296127424695103
0.009067787129048741,-0.0003467660174341591,0.014606415943038053,-0.0009379921990186977,0.24833316461331206,0.020388967806654657,0.01583506619993149
0.013562500256638707,-0.003929737476862216,0.0223047485080222,0.017849027231956242,0.23158744853622198,0.01842921043558222,0.02022987294913401
0.005833816183018217,-0.001053936366466287,0.025965863533578683,0.00924600341700749,0.24775208329892914,0.01736435807148376,0.009213132575260212
0.009424687713106358,0.0034276884901860397,0.015189389364996525,0.007971461748046626,0.2538060723130231,0.023853572976943637,0.016844550530109827
0.0038006160897854123,0.006631029650339797,0.02480832318847795,0.0034117858195914217,0.2588337632150646,0.014302517640144199,0.018421371360312144
0.012298397727462516,0.0005264447111759586,0.01329658046727459,-0.0012417488455390747,0.2568962388386322,0.014070281697518424,0.012801249922838496
0.004705827413679745,0.0008698190299165415,0.024415202041681516,0.012400167800287734,0.2309942846740453,0.014079180864623017,0.025478664285999417
0.012232959708482972,0.0042222575135676225,0.015844203442653713,-0.003738101988698827,0.2572888398762886,0.02193688387459924,0.022869878492845382
0.00487908007450378,0.00764310056805782,0.027918585523910522,0.012882123690213134,0.24972543612655373,0.022327644934457144,0.011881173425465972
0.009883537618046978,0.0028129292494844084,0.022855239287018124,0.0014761713920120071,0.24292290338453396,0.011354494990884373,0.01342397776310897
0.010734101345669454,0.008099598794547998,0.018019890829737394,0.001352594091971243,0.2466198046567403,0.024518357430274848,0.007041195571095874
0.012858645409254032,0.005425115770612082,0.020373952366694762,-0.008704955900316932,0.24406708333249957,0.020743219544413407,0.014767499359041852
0.009498433821163534,0.002499271536883447,0.02309152414657654,-0.0011448253495818137,0.255341681381489,0.010500681366226915,0.0163085844050739
0.005083790782213127,0.009814325762914524,0.01950110645219195,-0.00040352922607425005,0.2530112053593121,0.025106228418659362,0.011596709352106212
0.005715168424710748,-0.001542190288922639,0.02426499205215865,0.02025143043753425,0.251248453998676,0.01704214174783778,0.013469327203122364
0.009474420766099239,0.0075179255703183255,0.025382474852751146,0.010312581788183076,0.2370060650862011,0.012840003295992037,0.016474468354884333
0.015145362184057074,0.003858277124528159,0.023810678097925805,0.006205271631131022,0.23493925955339023,0.01702860107012252,0.022905370226668918
0.00893217281930264,0.001465170136117358,0.02358762906829709,0.011106396359034616,0.24651670473590465,0.025329380277243303,0.011595772899942267
0.009609171073365326,-0.0008126125427521444,0.01968483250061862,0.01855839344399167,0.24552028764825629,0.027158499894589766,0.011357747027189807
0.0073645892175759845,0.0024913596423985157,0.02787531313072699,0.003077123821459608,0.24286952109708673,0.016328683854467542,0.020512945938990355
0.010445459967625668,0.0033434327034540935,0.02217716877857219,-0.0024631333987777506,0.25110051257415805,0.018984501211633833,0.014485541571521396
-0.0010791021469057983,0.011234835105986465,0.029778452477036043,-0.00448480940773684,0.25257548035694766,0.01831050966868245,0.010001985937832926
0.013251311591011436,-0.004114906291310514,0.02300640191286181,0.0349899629245235,0.22452706476938972,0.04221757779015343,0.02804502817837806
0.016593033748341982,-0.0030328158169572648,0.018406275808097592,0.00931844982472942,0.23353063236952676,0.018016537904265988,0.017479643840656953
0.006284098267513633,0.007299568801182874,0.028148193355372123,0.006729434314608282,0.2489587286126787,0.02141437192067398,0.016445053309012057
0.009999441857630936,0.00718177000064777,0.02118870036384056,-0.004721937561806964,0.2522315851298817,0.015571987989455817,0.014518318156575522
0.00517266024169875,0.006104933901286063,0.020233575059287908,-0.007232332586385758,0.2615356612801257,0.018089395427833815,0.01374314570348703
0.009319245704246677,0.006855292937775544,0.0193876888696393,0.0068231298843275815,0.2581595109811326,0.02457435059989086,0.012439519587995931
0.012382599676472442,-0.00020514799486380162,0.026675090352898754,0.003168641331517106,0.25674308876449625,0.008680064173119034,0.015337778166985321
0.00844795546998561,-0.003574359150688581,0.02398514105520014,0.011343068298074684,0.245367701750607,0.019891514615003915,0.012333516838310143
0.011527276960157085,0.009064397942493039,0.024380270462768323,0.005976918882680606,0.2396275113385981,0.016892801806662534,0.021820767044235873
