asia,tub,smoke,lung,bronc,either,xray
-0.01220293,-0.08259929,0.00089638494,-0.020504467,0.8050404,-0.045216683,-0.01784836
0.06734232,0.014065347,0.022078004,-0.15747169,-1.5849721,-0.0629583,0.08081597
0.11050673,-0.16658539,-0.17709945,0.23294999,1.2411054,0.21905914,-0.014099336
0.022225231,0.004231197,-0.016933007,-0.036032684,-0.1349021,0.034920163,0.0021228504
0.029198604,-0.13880144,0.11058691,-0.16112714,1.6756663,-0.045147307,0.019181678
-0.2379791,0.08600307,0.08943938,-0.11487423,0.22674316,-0.037718814,-0.047807496
0.030442333,0.0012171831,-0.05806849,0.011317267,0.9631694,-0.005908501,0.010080954
-0.07273262,-0.06245723,-0.09224798,-0.10090987,-0.3715465,-0.09030671,0.007886774
0.10396927,0.040096007,0.10465081,-5.8485522e-05,0.23820569,0.10853978,0.10135788
-0.025223298,0.052683197,-0.005515309,-0.0835617,-1.6870117,-0.124757715,-0.009715861
-0.0003699579,-0.17985943,-0.15651023,0.29437232,0.6317404,0.078172356,-0.009510565
-0.14394632,-0.05284519,-0.062215783,-0.015371432,1.7554494,0.04656029,0.06681416
-0.044200983,-0.04070579,-0.060883727,0.042961374,0.8327756,-0.07516911,-0.039919846
0.037390452,-0.13263953,-0.07554087,0.21097226,0.15125234,0.067684986,-0.037241925
0.12737985,0.092415005,0.25689313,0.44523498,-0.323833,0.49364355,0.1725643
-0.20709564,0.3783988,0.061908215,-0.16378427,0.17040415,-0.09763914,-0.14927717
0.023217307,-0.0871989,0.0484504,0.031844992,1.45643,-0.044531822,-0.06637304
-0.0048991875,-0.008416563,0.011905041,0.044205956,0.055608124,-0.016832026,0.014583357
0.00092071237,0.003226297,-0.015792979,-0.043176126,1.8575795,-0.015920172,-0.08616152
-0.11695027,0.08748286,0.0979469,-0.20638147,1.8941238,0.07631682,0.03174784
-0.18604666,0.09511511,-0.0005388682,-0.059779674,-0.0040613194,-0.062014297,-0.14920267
-0.0162408,0.14083575,0.020209465,0.015843917,-1.3016738,-0.14541009,-0.12822124
0.0659811,-0.059386734,-0.11079121,-0.09928875,-1.7920821,0.013903567,0.12968911
0.043374375,-0.0433704,-0.037401017,-0.03867632,-0.2202492,0.029007172,0.007028182
0.17697784,0.20487249,-0.21337134,-0.116147175,1.0403901,0.82215774,0.5947814
-0.05881301,0.06699172,0.011990658,-0.1342111,0.04031193,-0.037087243,-0.0028048612
0.09996156,0.03761483,-0.059371725,0.0031321093,0.45610502,0.17830542,0.11947974
-0.026617832,0.029082462,0.0038254762,0.21749735,0.04184125,-0.0041827974,-0.044594176
-0.003833533,-0.07902518,0.0345195,-0.111127876,1.8713962,-0.02134715,-0.04416877
-0.14173542,0.21818845,0.00019179845,-0.12367093,-0.6287063,-0.04340388,-0.08739674
0.053632785,0.014976362,0.15032066,-0.13486335,1.9243045,0.07969485,-0.07290455
-0.13189593,0.031472273,-0.0045771254,-0.044173446,-1.5394387,-0.27290866,-0.103527404
-0.061321367,0.23083065,0.1215477,-0.15135038,0.21404943,-0.114119574,-0.17970064
-0.016583571,0.052868392,0.046862837,-0.037080634,-0.6373034,-0.10104904,-0.110615805
-0.0772525,0.10385176,-0.04818906,0.0038924934,2.087745,0.08818029,0.033124518
0.052521773,-0.026177576,0.0049127475,0.24626078,-0.05479911,0.04372728,-0.046229318
0.19417447,-0.18024552,-0.19437045,0.16431057,1.0168945,0.29607,0.124414615
-0.043704774,0.023421526,0.059889633,-0.061392333,0.21664633,0.079528764,0.1270229
-0.012315761,0.14633502,0.14324887,0.2269714,0.0053545637,0.14136703,-0.036477435
0.008958586,-0.03637966,-0.040664192,-0.0096304035,1.9127346,-0.010265773,-0.02577375
0.038635936,-0.09187982,-0.03805134,0.092554346,0.19914201,-0.0076181223,-0.0028262462
-0.028489046,-0.066944495,-0.11857344,0.085302554,1.6279463,-0.078592435,-0.073312566
